"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636363570821355E9,"2021-11-08 10:26:10.821 UTC+01:00"
"PAUSE",6.012118374987040E0,1.636363576833493E9,"2021-11-08 10:26:16.833 UTC+01:00"
"START",6.012118374987040E0,1.636363584939878E9,"2021-11-08 10:26:24.940 UTC+01:00"
"PAUSE",7.650955595832784E1,1.636363655437557E9,"2021-11-08 10:27:35.438 UTC+01:00"
